Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
✨	Punct	O	N/A	N/A	N/A	N/A
No	Spn	O	39.04	44.89	-2.38	42.51
llores	Spn	O	27.41	50.81	-1.01	49.800000000000004
Jordán	Spn	PERSON/PERS	6.08	17.86	-1.01	16.849999999999998
ni	Spn	O	16.53	32.18	-1.01	31.169999999999998
llores	Spn	O	27.41	50.81	-1.01	49.800000000000004
✨	Punct	O	N/A	N/A	N/A	N/A
owwwww	Eng	O	6.17	-5.51	-2.38	3.79
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
