Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
is	Eng	O	44.66	21.08	-0.8	43.86
she	Eng	O	47.98	20.49	-0.8	47.18
always	Eng	O	58.03	12.99	-0.8	57.230000000000004
like	Eng	O	57.49	21.32	-0.8	56.690000000000005
mad	Eng	O	34.29	25.48	-0.8	33.49
when	Eng	O	56.49	15.56	-0.8	55.690000000000005
you	Eng	O	56.67	25.36	-0.8	55.870000000000005
speak	Eng	O/ORG	38.44	9.07	-0.8	37.64
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
?	Punct	O	N/A	N/A	N/A	N/A
?	Punct	O	N/A	N/A	N/A	N/A
cuz	Spn	O	5.19	16.21	-2.38	13.830000000000002
didn	Eng	O	48.99	16.56	-2.38	46.61
'	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O/ORG	40.21	10.87	-0.8	39.410000000000004
she	Eng	O/ORG	47.98	20.49	-0.8	47.18
teach	Eng	O/ORG	49.19	17.71	-0.8	48.39
you	Eng	O/ORG	56.67	25.36	-0.8	55.870000000000005
the	Eng	O/ORG	60.83	27.05	-0.8	60.03
Spanish	Eng	O/ORG	39.06	8.16	-0.8	38.260000000000005
you	Eng	O/ORG	56.67	25.36	-0.8	55.870000000000005
know	Eng	O/ORG	60.3	6.12	-0.8	59.5
?	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
