Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
Just	Eng	O/ORG	56.89	16.33	-0.8	56.09
so	Eng	O	43.57	28.06	-0.8	42.77
u	Eng	O	15.23	13.34	-0.8	14.43
know	Eng	O	60.3	6.12	-0.8	59.5
pelirroja	Spn	O	6.15	31.95	-2.38	29.57
has	Eng	O	46.17	42.75	-2.38	43.79
2	Num	O	N/A	N/A	N/A	N/A
Rs	Eng	O	16.58	10.42	-0.8	15.779999999999998
bc	Eng	O/ORG	4.51	0.41	-0.8	3.71
it	Eng	O/ORG	50.11	11.76	-0.8	49.31
'	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
between	Eng	O	58.07	19.6	-0.8	57.27
vowels	Eng	O	21.94	12.86	-0.8	21.14
.	Punct	O	N/A	N/A	N/A	N/A
Carro	Spn	PERSON/O	28.15	44.59	-2.38	42.21
Pelirroja	Spn	PERSON/PERS	6.15	31.95	-1.01	30.939999999999998
Carretera	Spn	PERSON/PERS	27.44	49.15	-1.01	48.14
.	Punct	O	N/A	N/A	N/A	N/A
.	Punct	O	N/A	N/A	N/A	N/A
.	Punct	O	N/A	N/A	N/A	N/A
All	Eng	O	47.74	25.64	-2.38	45.36
of	Eng	O	45.37	12.91	-0.8	44.57
these	Eng	O	62.33	30.24	-0.8	61.53
are	Eng	O	50.46	30.0	-0.8	49.660000000000004
written	Eng	O	46.72	8.56	-0.8	45.92
with	Eng	O	54.27	4.16	-0.8	53.470000000000006
2	Num	O	N/A	N/A	N/A	N/A
Rs	Eng	O	16.58	10.42	-0.8	15.779999999999998
bc	Eng	O/ORG	4.51	0.41	-0.8	3.71
the	Eng	O/ORG	60.83	27.05	-0.8	60.03
R	Eng	O/ORG	12.78	8.87	-0.8	11.979999999999999
is	Eng	O/ORG	44.66	21.08	-0.8	43.86
between	Eng	O/ORG	58.07	19.6	-0.8	57.27
vowels	Eng	O/ORG	21.94	12.86	-0.8	21.14
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
