Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
That	Eng	O/ORG	68.72	14.42	-0.8	67.92
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
how	Eng	O	45.28	13.44	-0.8	44.480000000000004
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
niece	Eng	O	33.53	30.74	-0.8	32.730000000000004
and	Eng	O	58.08	26.56	-0.8	57.28
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
son	Eng	O	41.69	40.73	-0.8	40.89
were	Eng	O	57.76	17.06	-0.8	56.96
just	Eng	O/ORG	56.89	16.33	-0.8	56.09
don	Eng	O/ORG	50.13	38.08	-0.8	49.330000000000005
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O/ORG	40.21	10.87	-0.8	39.410000000000004
laugh	Eng	O/ORG	37.76	15.74	-0.8	36.96
at	Eng	O/ORG	43.35	13.78	-0.8	42.550000000000004
them	Eng	O/ORG	58.74	12.49	-0.8	57.940000000000005
I	Eng	O/ORG	42.31	11.38	-0.8	41.510000000000005
know	Eng	O/ORG	60.3	6.12	-0.8	59.5
they	Eng	O/ORG	65.37	19.05	-0.8	64.57000000000001
don	Eng	O/ORG	50.13	38.08	-0.8	49.330000000000005
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O/ORG	40.21	10.87	-0.8	39.410000000000004
like	Eng	O/ORG	57.49	21.32	-0.8	56.690000000000005
it	Eng	O/ORG	50.11	11.76	-0.8	49.31
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
,	Punct	O	N/A	N/A	N/A	N/A
